id,name,screen_name,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,lang,time_zone,location,default_profile,default_profile_image,geo_enabled,profile_image_url,profile_banner_url,profile_use_background_image,profile_background_image_url_https,profile_text_color,profile_image_url_https,profile_sidebar_border_color,profile_background_tile,profile_sidebar_fill_color,profile_background_image_url,profile_background_color,profile_link_color,utc_offset,is_translator,follow_request_sent,protected,verified,notifications,description,contributors_enabled,following,created_at,timestamp,crawled_at,updated,test_set_1,time_of_existence,average_daily_tweets,inactive_days,has_default_image,bio_is_empty,friends_followers_ratio,is_verified
237178034,Camille Rodriguez,Camillesr78,450,2355,2074,0,3,,en,,San Francisco,,,,http://pbs.twimg.com/profile_images/1213502062/2546_normal.jpg,,1.0,https://abs.twimg.com/images/themes/theme15/bg.png,333333,https://pbs.twimg.com/profile_images/1213502062/2546_normal.jpg,A8C7F7,,C0DFEC,http://abs.twimg.com/images/themes/theme15/bg.png,022330,0084B4,,,,,,,"I love to travel, go on long walks on a gorgeous day, grill out with friends, read a good book, anything involving the water, see live music or an occasional",,,Wed Jan 12 07:35:22 +0000 2011,2011-01-12 08:35:22,2014-06-08 23:23:49,2016-03-15 14:12:42,1,3481.0,0.723147616312464,2946.0,False,False,0.7870040389641245,False
237192061,Ester Sirru,Esteryr81,507,4772,5167,0,5,,en,,Cagliari,,,,http://pbs.twimg.com/profile_images/1213528924/2409_normal.jpg,,1.0,https://abs.twimg.com/images/themes/theme11/bg.gif,362720,https://pbs.twimg.com/profile_images/1213528924/2409_normal.jpg,CC3366,1.0,E5507E,http://abs.twimg.com/images/themes/theme11/bg.gif,FF6699,B40B43,,,,,,,"La mia vita è una festa, ma anche quella di una donna riflessiva. Scegliete la parte che vi piace di più.",,,Wed Jan 12 08:36:08 +0000 2011,2011-01-12 09:36:08,2014-06-09 23:20:04,2016-03-15 14:12:51,1,,,,,,,
237192993,Monica Carta,Moniqueeo84,513,5772,6022,0,7,,en,,Emilia Romagna,,,,http://pbs.twimg.com/profile_images/1213531079/2863_normal.jpg,,1.0,https://abs.twimg.com/images/themes/theme10/bg.gif,3D1957,https://pbs.twimg.com/profile_images/1213531079/2863_normal.jpg,65B0DA,1.0,7AC3EE,http://abs.twimg.com/images/themes/theme10/bg.gif,642D8B,FF0000,,,,,,,"Molto socievole, amo la cucina, il vino, il calcio e gli amici.",,,Wed Jan 12 08:40:06 +0000 2011,2011-01-12 09:40:06,2014-06-09 23:22:35,2016-03-15 14:12:02,1,,,,,,,
237197647,Ester Walsh,EsterWalshgm75,311,124,0,0,0,,en,,San Jose,,,,http://pbs.twimg.com/profile_images/1213538948/2544_normal.jpg,,1.0,https://abs.twimg.com/images/themes/theme13/bg.gif,333333,https://pbs.twimg.com/profile_images/1213538948/2544_normal.jpg,EEEEEE,,FFFFFF,http://abs.twimg.com/images/themes/theme13/bg.gif,B2DFDA,93A644,,,,,,,"I've been described as the life of the party as well as a deep thinker. I like to have fun, laugh, be ridiculous, or sit around with a drink and talk about th",,,Wed Jan 12 08:59:57 +0000 2011,2011-01-12 09:59:57,2014-06-09 23:22:55,2016-03-15 14:14:50,1,,,,,,,
237201814,Adele,Adelabx71,471,4375,4777,0,5,,en,,Roma,,,,http://pbs.twimg.com/profile_images/1213546962/2801_normal.jpg,,1.0,https://abs.twimg.com/images/themes/theme7/bg.gif,333333,https://pbs.twimg.com/profile_images/1213546962/2801_normal.jpg,DFDFDF,,F3F3F3,http://abs.twimg.com/images/themes/theme7/bg.gif,EBEBEB,990000,,,,,,,L'apparenza non è importante.,,,Wed Jan 12 09:18:38 +0000 2011,2011-01-12 10:18:38,2014-05-30 23:20:17,2016-03-15 14:16:02,1,3481.0,0.8078690407811603,2856.0,False,False,1.1688959419632736,False
237226175,Adele Bernini,Adelahu83,478,5508,5642,0,3,,en,,Piacenza,,,,http://pbs.twimg.com/profile_images/1213589945/2861_normal.jpg,,1.0,https://abs.twimg.com/images/themes/theme8/bg.gif,333333,https://pbs.twimg.com/profile_images/1213589945/2861_normal.jpg,D9B17E,,EADEAA,http://abs.twimg.com/images/themes/theme8/bg.gif,8B542B,9D582E,,,,,,,"Mi piacciono le cittadine piccole, quelle dove tutti si conoscono ma dove nessuno si conosce veramente.",,,Wed Jan 12 11:00:59 +0000 2011,2011-01-12 12:00:59,2014-06-09 23:22:54,2016-03-15 14:14:09,1,3481.0,0.7817346352670879,2882.0,False,False,0.9106602729620067,False
237234251,Grazia Casini,Graciejl90,447,5505,5701,0,7,,en,,Carrara,,,,http://pbs.twimg.com/profile_images/1213604333/2709_normal.jpg,,1.0,https://abs.twimg.com/images/themes/theme4/bg.gif,3C3940,https://pbs.twimg.com/profile_images/1213604333/2709_normal.jpg,5ED4DC,,95E8EC,http://abs.twimg.com/images/themes/theme4/bg.gif,0099B9,0099B9,,,,,,,"La gioia di vivere, in me.",,,Wed Jan 12 11:31:54 +0000 2011,2011-01-12 12:31:54,2014-06-09 23:20:37,2016-03-15 14:14:19,1,3481.0,0.3793796668581275,3208.0,False,False,0.8133268684629771,False
237326341,Veronica ,Wendyn76e,444,5530,5873,0,5,,en,,Benevento,,,,http://pbs.twimg.com/profile_images/1213784052/497_normal.jpg,,1.0,https://abs.twimg.com/images/themes/theme7/bg.gif,333333,https://pbs.twimg.com/profile_images/1213784052/497_normal.jpg,DFDFDF,,F3F3F3,http://abs.twimg.com/images/themes/theme7/bg.gif,EBEBEB,990000,,,,,,,"Sono una tipa tranquilla, blue jeans. Amo ballare e cucinare.",,,Wed Jan 12 15:57:08 +0000 2011,2011-01-12 16:57:08,2014-06-09 23:23:06,2016-03-15 14:12:55,1,,,,,,,
237332572,Laura Ricca,Larapa82,486,6018,6466,0,11,,en,,Melbourne,,,,http://pbs.twimg.com/profile_images/1213797640/621_normal.jpg,,1.0,https://abs.twimg.com/images/themes/theme11/bg.gif,362720,https://pbs.twimg.com/profile_images/1213797640/621_normal.jpg,CC3366,1.0,E5507E,http://abs.twimg.com/images/themes/theme11/bg.gif,FF6699,B40B43,,,,,,,I am a down to earth person. I was raised country and still follow a lot of my southern traditions but I have a rock n roll spirit. (if you do not like girl,,,Wed Jan 12 16:13:39 +0000 2011,2011-01-12 17:13:39,2014-06-09 23:20:10,2016-03-15 14:13:31,1,,,,,,,
237346330,Carla Lessieri,Lessieri73,449,5359,5595,0,5,,en,,Novara,,,,http://pbs.twimg.com/profile_images/1213826294/377_normal.jpg,,1.0,https://abs.twimg.com/images/themes/theme11/bg.gif,362720,https://pbs.twimg.com/profile_images/1213826294/377_normal.jpg,CC3366,1.0,E5507E,http://abs.twimg.com/images/themes/theme11/bg.gif,FF6699,B40B43,,,,,,,"Non sono d'accordo nel fingere, questa società ci fa dare il peggio di noi stessi. No, non ci sto.",,,Wed Jan 12 16:50:20 +0000 2011,2011-01-12 17:50:20,2014-06-07 23:20:07,2016-03-15 14:12:03,1,,,,,,,
237359828,Matilda Combs,Matildadr89,514,4870,5350,0,8,,en,,Sydney,,,,http://pbs.twimg.com/profile_images/1213852787/422_normal.jpg,,1.0,https://abs.twimg.com/images/themes/theme10/bg.gif,3D1957,https://pbs.twimg.com/profile_images/1213852787/422_normal.jpg,65B0DA,1.0,7AC3EE,http://abs.twimg.com/images/themes/theme10/bg.gif,642D8B,FF0000,,,,,,,I love to laugh and goof around. I am an affectionate person and I love to snuggle up with someone and watch movies or just talk. I enjoy spending time ou,,,Wed Jan 12 17:26:52 +0000 2011,2011-01-12 18:26:52,2014-06-09 23:23:30,2016-03-15 14:13:29,1,,,,,,,
237367607,Monique Waller,Moniquenn89,477,4316,4716,0,5,,en,,Sydney,,,,http://pbs.twimg.com/profile_images/1213868067/613_normal.jpg,,1.0,https://abs.twimg.com/images/themes/theme11/bg.gif,362720,https://pbs.twimg.com/profile_images/1213868067/613_normal.jpg,CC3366,1.0,E5507E,http://abs.twimg.com/images/themes/theme11/bg.gif,FF6699,B40B43,,,,,,,"Well... I am a pretty outgoing individual that likes to laugh, smile and have a good time! I love to be out and about- but I also like to be home and just rel",,,Wed Jan 12 17:48:25 +0000 2011,2011-01-12 18:48:25,2014-06-09 23:22:45,2016-03-15 14:12:44,1,,,,,,,
237375183,Lydia Wallace,Lydiali76,497,4420,4731,0,5,,en,,Melbourne,,,,http://pbs.twimg.com/profile_images/1213884007/484_normal.jpg,,1.0,https://abs.twimg.com/images/themes/theme14/bg.gif,333333,https://pbs.twimg.com/profile_images/1213884007/484_normal.jpg,EEEEEE,1.0,EFEFEF,http://abs.twimg.com/images/themes/theme14/bg.gif,131516,009999,,,,,,,"This is a little on the weird side, but I'll give it a shot: I am fun-loving, caring, and independent... I really value my family and my job... I absolutely l",,,Wed Jan 12 18:10:22 +0000 2011,2011-01-12 19:10:22,2014-06-09 23:23:12,2016-03-15 14:12:33,1,,,,,,,
240706202,Il Trofeo,ilpoetadel,5550,4855,5300,3,9,,it,Athens,,,,,http://pbs.twimg.com/profile_images/2290273971/irvlgphx8b68z1kuz3qb_normal.jpeg,,1.0,https://abs.twimg.com/images/themes/theme14/bg.gif,333333,https://pbs.twimg.com/profile_images/2290273971/irvlgphx8b68z1kuz3qb_normal.jpeg,EEEEEE,1.0,EFEFEF,http://abs.twimg.com/images/themes/theme14/bg.gif,131516,009999,10800.0,,,,,,Retwitto e Premio i migliori Tweets! Ricambio il Follow.,,,Thu Jan 20 15:10:01 +0000 2011,2011-01-20 16:10:01,2014-06-09 23:21:56,2016-03-15 14:12:11,1,3473.0,0.9075993091537133,2838.0,False,False,1.2153945666235446,False
260649579,iino kinji,iinokinji,13013,1901,1895,874,2,,en,Amsterdam,,1.0,,,http://pbs.twimg.com/profile_images/3494204855/21df0d2e0e1a430d0cda42ec0ca18ef3_normal.png,https://pbs.twimg.com/profile_banners/260649579/1396423667,1.0,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/3494204855/21df0d2e0e1a430d0cda42ec0ca18ef3_normal.png,C0DEED,,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,7200.0,,,,,,"...e guardo il mondo da un'oblò...(account con pilota automatico, mezzo uomo e mezzo macchina) - #followback in 5 min",,,Fri Mar 04 09:03:56 +0000 2011,2011-03-04 10:03:56,2014-06-09 23:21:26,2016-03-15 14:18:20,1,3430.0,0.9303410084523462,2743.0,False,False,0.012962962962962963,False
282659109,Sconton,Sconton,22794,192,73,0,1,http://t.co/jmvNGzkjYD,it,,Catania,,,,http://pbs.twimg.com/profile_images/3442215140/7b1cfc0c6de1674fa2eb19aca53ee36b_normal.jpeg,https://pbs.twimg.com/profile_banners/282659109/1364473218,,https://abs.twimg.com/images/themes/theme4/bg.gif,3C3940,https://pbs.twimg.com/profile_images/3442215140/7b1cfc0c6de1674fa2eb19aca53ee36b_normal.jpeg,FFFFFF,,95E8EC,http://abs.twimg.com/images/themes/theme4/bg.gif,54F559,0099B9,,,,,,,Sconton è un portale fondato sui gruppi d'acquisto che offre la possibilità di acquistare qualsiasi tipo di servizio ad un prezzo imbattibile. Basta registrarsi,,,Fri Apr 15 16:57:53 +0000 2011,2011-04-15 18:57:53,2014-05-24 23:20:59,2016-03-15 14:18:27,1,3387.0,0.9468869873118914,2892.0,False,False,0.28888888888888886,False
299988118,Marco,PeterLaliOK,9053,243,965,272,0,,it,Greenland,Italia,,,1.0,http://pbs.twimg.com/profile_images/452206433333829632/XuGHEMQB_normal.jpeg,https://pbs.twimg.com/profile_banners/299988118/1394750303,1.0,https://pbs.twimg.com/profile_background_images/452198107338391552/4OwKoVuW.jpeg,333333,https://pbs.twimg.com/profile_images/452206433333829632/XuGHEMQB_normal.jpeg,FFFFFF,1.0,F3F3F3,http://pbs.twimg.com/profile_background_images/452198107338391552/4OwKoVuW.jpeg,EBEBEB,210AF5,-7200.0,,,,,,Mercoledì 22.Maggio.2013 - Ore:14:10,,,Tue May 17 00:52:11 +0000 2011,2011-05-17 02:52:11,2014-04-19 23:23:00,2016-03-15 14:13:25,1,3356.0,0.9422103068215669,3098.0,False,True,5.448275862068965,False
327060670,Federico Floria,Airolf,25930,10854,10606,418,66,http://t.co/0mQHlgxEmD,it,,abruzzo-italy,1.0,,,http://pbs.twimg.com/profile_images/1551715202/image_normal.jpg,https://pbs.twimg.com/profile_banners/327060670/1350050555,1.0,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/1551715202/image_normal.jpg,C0DEED,,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,"Mika e' la mia vita, Supernatural la mia passione, il giardinaggio l'antistress. Fringe, Vampires, rock, tecnologia.....follow back...",,,Thu Jun 30 22:59:43 +0000 2011,2011-07-01 00:59:43,2014-04-27 23:20:27,2016-03-15 14:13:49,1,3311.0,0.9803803199517054,2491.0,False,False,0.9386182578033172,False
336996257,Rosanna Marani,RosannaMarani,106283,3307,934,34156,88,https://t.co/f8DT8BmzyN,it,Greenland,Milano,,,1.0,http://pbs.twimg.com/profile_images/431550539361693696/JpPwQtPn_normal.jpeg,https://pbs.twimg.com/profile_banners/336996257/1393577779,1.0,https://pbs.twimg.com/profile_background_images/378800000112114539/2074ee8d954851ccbbaa64eef98530aa.jpeg,3D1957,https://pbs.twimg.com/profile_images/431550539361693696/JpPwQtPn_normal.jpeg,FFFFFF,1.0,7AC3EE,http://pbs.twimg.com/profile_background_images/378800000112114539/2074ee8d954851ccbbaa64eef98530aa.jpeg,2D878A,FF0000,-7200.0,,,,,,Per sapere chi sono statahttp://t.co/YnHLAz1Hybhttp://t.co/hkLUi7uPRbPer sapere chi sono...chiedimelo#proésia P'ossessione vocale: https://t.co/cXoPzmUEyg,,,Sun Jul 17 08:10:34 +0000 2011,2011-07-17 10:10:34,2014-05-23 23:22:23,2016-03-15 14:17:37,1,3295.0,0.9723907766990292,3238.0,False,False,0.20534585515622178,False
357536147,My stress free zone,stressfreezone_,381,3236,1923,2,50,,it,Rome,,,,,http://pbs.twimg.com/profile_images/449969424716423168/VC6NO1v5_normal.jpeg,https://pbs.twimg.com/profile_banners/357536147/1396116065,1.0,https://pbs.twimg.com/profile_background_images/449969637808021505/QopGAjb8.jpeg,000000,https://pbs.twimg.com/profile_images/449969424716423168/VC6NO1v5_normal.jpeg,000000,1.0,F0F3F5,http://pbs.twimg.com/profile_background_images/449969637808021505/QopGAjb8.jpeg,D4D4D4,358012,7200.0,,,,,,,,,Thu Aug 18 14:33:51 +0000 2011,2011-08-18 16:33:51,2014-05-02 23:23:14,2016-03-15 14:14:17,1,3263.0,0.14613970588235295,3029.0,False,False,0.3573154362416107,False
393927847,Claudia Morabito,ClaudiaMora84,306,466,682,7,0,http://t.co/QqVqCI9SbL,it,Rome,Davanti alla porta di casa,,,,http://pbs.twimg.com/profile_images/378800000738996338/3b8542dd949d8c9ae55a64ebb6251fd8_normal.jpeg,https://pbs.twimg.com/profile_banners/393927847/1360169477,,https://pbs.twimg.com/profile_background_images/365666644/italia.jpg,FC0505,https://pbs.twimg.com/profile_images/378800000738996338/3b8542dd949d8c9ae55a64ebb6251fd8_normal.jpeg,FFFFFF,,FAFAFA,http://pbs.twimg.com/profile_background_images/365666644/italia.jpg,FFFFFF,15945B,7200.0,,,,,,,,,Wed Oct 19 09:26:05 +0000 2011,2011-10-19 11:26:05,2014-06-09 23:23:26,2016-03-15 14:12:21,1,3201.0,0.0003123048094940662,3201.0,False,True,0.7215568862275449,False
418371090,Caterina,Torrezuuh,469,4822,5207,0,6,,en,,Viterbo,1.0,,,http://pbs.twimg.com/profile_images/1651345707/1766_normal.jpg,,1.0,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/1651345707/1766_normal.jpg,C0DEED,,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,Eddaje.,,,Tue Nov 22 03:02:32 +0000 2011,2011-11-22 04:02:32,2014-06-08 23:24:17,2016-03-15 14:13:18,1,,,,,,,
418501358,Flavio,FlavioLiMolsa,413,4421,4827,0,8,,it,Amsterdam,Italia,,,,http://pbs.twimg.com/profile_images/1651645848/29_normal.jpg,,1.0,https://abs.twimg.com/images/themes/theme6/bg.gif,333333,https://pbs.twimg.com/profile_images/1651645848/29_normal.jpg,86A4A6,,A0C5C7,http://abs.twimg.com/images/themes/theme6/bg.gif,709397,FF3300,7200.0,,,,,,"Laureando in economia, speriamo la crisi passi presto.",,,Tue Nov 22 07:44:43 +0000 2011,2011-11-22 08:44:43,2014-06-08 23:24:00,2016-03-15 14:13:28,1,3167.0,0.39867424242424243,2892.0,False,False,0.8803559959629323,False
421987528,Paola Gattini ,PaolaGattini1,4986,152,294,9,0,,it,,Livorno,,,1.0,http://pbs.twimg.com/profile_images/1659098763/foto_nozze__64__normal.jpg,https://pbs.twimg.com/profile_banners/421987528/1389379083,1.0,https://abs.twimg.com/images/themes/theme3/bg.gif,634047,https://pbs.twimg.com/profile_images/1659098763/foto_nozze__64__normal.jpg,D3D2CF,1.0,E3E2DE,http://abs.twimg.com/images/themes/theme3/bg.gif,EDECE9,088253,,,,,,,"Puoi svegliarti anche presto, all'alba, ma il tuo destino si è svegliato mezz'ora prima di te...",,,Sat Nov 26 17:12:31 +0000 2011,2011-11-26 18:12:31,2014-05-01 23:22:15,2016-03-15 14:12:08,1,3162.0,1.0195954487989887,2504.0,False,False,1.9225352112676057,False
430928749,Giardino Illuminati,GiardinoIllumin,31332,590,29,0,5,https://t.co/4G0RYD0BPH,it,Athens,,,,,http://pbs.twimg.com/profile_images/459882241590448128/nJZGxOih_normal.jpeg,https://pbs.twimg.com/profile_banners/430928749/1398479401,1.0,https://pbs.twimg.com/profile_background_images/459883289340153858/DtDbaemc.jpeg,333333,https://pbs.twimg.com/profile_images/459882241590448128/nJZGxOih_normal.jpeg,FFFFFF,,F6FFD1,http://pbs.twimg.com/profile_background_images/459883289340153858/DtDbaemc.jpeg,FFF04D,0099CC,10800.0,,,,,,,,,Wed Dec 07 18:34:34 +0000 2011,2011-12-07 19:34:34,2014-05-03 23:21:55,2016-03-15 14:12:25,1,3151.0,1.0282270853155724,2913.0,False,True,0.025278058645096056,False
434722849,Junior Adriel,GiulioAdriani,443,4090,4498,0,1,,it,Athens,Aldan,,,,http://pbs.twimg.com/profile_images/1688544601/3_normal.jpg,,1.0,https://abs.twimg.com/images/themes/theme19/bg.gif,333333,https://pbs.twimg.com/profile_images/1688544601/3_normal.jpg,FFF8AD,,F6FFD1,http://abs.twimg.com/images/themes/theme19/bg.gif,FFF04D,0099CC,10800.0,,,,,,,,,Mon Dec 12 07:02:50 +0000 2011,2011-12-12 08:02:50,2014-06-09 23:20:04,2016-03-15 14:14:47,1,3147.0,0.8418043202033036,2547.0,False,True,1.1864910790144434,False
